YTD ,Tüm gün gelen adetlerin slot yetişme oranları v1+v2+v3 (Planlamanın takip ettiği metot),,,,,,,Tüm gün gelen adetlerin Inbound geliş saatleri,,,,,,,,,,,,,,,,,,,,,,,,,
Halkalı Konsolidasyon Merkezi,"52,11%","25,49%",51.442,25.169,98.726,102.718,,Halkalı Konsolidasyon Merkezi,,,,,,,,,,,,,,,,,,,,,,,,,0
Maltepe Konsolidasyon Merkezi,"83,39%","7,33%",115.058,10.118,137.972,148.057,,Maltepe Konsolidasyon Merkezi,,,,,,,,,,,,,,,,,,,,,,,,,0
Bursa MH,"69,51%","16,29%",90.696,21.255,130.481,144.919,,Bursa MH,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,%,,,,,,,,,,,,,,,,,,,,,,,,,
19,"60,59%","21,34%",509.048,179.281,840.153,917.194,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankara Kazan SC,"70,92%","17,84%",152.958,38.484,215.688,234.199,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esenyurt SC ,"64,43%","18,24%",130.136,36.837,201.978,208.105,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gebze SC,"58,56%","22,68%",78.474,30.389,133.998,140.978,,,,,,,,,,,,,,,,,,,,,,,,,,,
İkitelli-Defne Transfer Merkezi,"35,99%","30,73%",38.948,33.256,108.214,112.110,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ayazağa Konsolidasyon Merkezi,"64,31%","18,04%",22.689,6.363,35.279,36.992,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halkalı Konsolidasyon Merkezi,"46,68%","31,16%",16.052,10.714,34.388,35.526,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maltepe Konsolidasyon Merkezi,"83,62%","7,28%",41.796,3.639,49.984,53.197,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bursa MH,"56,92%","25,60%",25.240,11.351,44.340,48.223,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antalya MH,"16,92%","50,65%",2.755,8.248,16.284,47.864,,,,,,,,,,,,,,,,,,,,,,,,,,,
Çayırova-Erguvan Transfer Merkezi,"71,14%","18,75%",25.704,6.774,36.131,36.833,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denizli MH,"14,88%","51,68%",3.108,10.796,20.891,47.864,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,"60,40%","22,46%",462.449,171.946,765.707,855.831,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankara Kazan SC,"61,37%","23,15%",122.211,46.108,199.143,222.956,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esenyurt SC ,"71,69%","16,51%",132.853,30.597,185.306,192.496,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gebze SC,"55,66%","24,10%",69.764,30.210,125.336,134.444,,,,,,,,,,,,,,,,,,,,,,,,,,,
İkitelli-Defne Transfer Merkezi,"40,63%","34,78%",37.751,32.314,92.909,97.035,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ayazağa Konsolidasyon Merkezi,"68,44%","13,16%",22.264,4.280,32.529,34.152,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halkalı Konsolidasyon Merkezi,"47,93%","28,38%",14.529,8.603,30.311,31.644,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maltepe Konsolidasyon Merkezi,"81,49%","8,17%",35.194,3.530,43.189,46.478,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bursa MH,"64,20%","19,87%",25.782,7.981,40.157,44.809,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antalya MH,"12,49%","49,46%",2.101,8.323,16.827,51.817,,,,,,,,,,,,,,,,,,,,,,,,,,,
Çayırova-Erguvan Transfer Merkezi,"31,29%","48,87%",11.749,18.349,37.549,38.188,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denizli MH,"10,67%","52,71%",2.351,11.616,22.037,51.817,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,"63,70%","15,67%",434.287,106.859,681.768,768.634,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankara Kazan SC,"66,57%","13,24%",119.023,23.677,178.791,202.781,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esenyurt SC ,"61,48%","13,52%",106.640,23.447,173.449,180.513,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gebze SC,"65,07%","12,99%",68.188,13.608,104.792,113.893,,,,,,,,,,,,,,,,,,,,,,,,,,,
İkitelli-Defne Transfer Merkezi,"42,65%","33,15%",36.003,27.981,84.406,88.384,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ayazağa Konsolidasyon Merkezi,"86,03%","5,28%",20.354,1.249,23.658,24.967,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halkalı Konsolidasyon Merkezi,"62,61%","21,59%",16.953,5.846,27.078,28.191,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maltepe Konsolidasyon Merkezi,"83,65%","7,96%",30.978,2.948,37.035,39.929,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bursa MH,"85,31%","5,23%",31.306,1.920,36.695,41.169,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antalya MH,"30,52%","38,98%",4.842,6.183,15.864,48.807,,,,,,,,,,,,,,,,,,,,,,,,,,,
Çayırova-Erguvan Transfer Merkezi,"59,06%","23,79%",21.609,8.704,36.590,37.403,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denizli MH,"36,78%","37,19%",7.465,7.550,20.299,48.807,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,"73,60%","0,03%",118.694,49,161.275,186.394,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankara Kazan SC,"73,10%","0,05%",25.681,17,35.131,41.580,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esenyurt SC ,"79,71%","0,02%",34.879,9,43.756,46.156,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gebze SC,"63,88%","0,00%",17.475,0,27.354,30.090,,,,,,,,,,,,,,,,,,,,,,,,,,,
İkitelli-Defne Transfer Merkezi,"72,03%","0,03%",14.935,6,20.735,22.203,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ayazağa Konsolidasyon Merkezi,"85,58%","0,00%",5.259,0,6.145,6.466,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halkalı Konsolidasyon Merkezi,"56,24%","0,09%",3.908,6,6.949,7.357,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maltepe Konsolidasyon Merkezi,"91,32%","0,01%",7.090,1,7.764,8.453,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bursa MH,"90,09%","0,03%",8.368,3,9.289,10.718,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antalya MH,"26,47%","0,17%",1.099,7,4.152,13.371,,,,,,,,,,,,,,,,,,,,,,,,,,,
Çayırova-Erguvan Transfer Merkezi,"56,11%","0,06%",5.999,6,10.691,10.944,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denizli MH,"26,91%","0,13%",1.501,7,5.577,13.371,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,"0,00%","0,00%",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankara Kazan SC,"0,00%","0,00%",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esenyurt SC ,"0,00%","0,00%",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gebze SC,"0,00%","0,00%",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
İkitelli-Defne Transfer Merkezi,"0,00%","0,00%",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ayazağa Konsolidasyon Merkezi,"0,00%","0,00%",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halkalı Konsolidasyon Merkezi,"0,00%","0,00%",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maltepe Konsolidasyon Merkezi,"0,00%","0,00%",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bursa MH,"0,00%","0,00%",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antalya MH,"0,00%","0,00%",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Çayırova-Erguvan Transfer Merkezi,"0,00%","0,00%",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denizli MH,"0,00%","0,00%",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haziran,"0,00%","0,00%",0,0,0,0,,İzmir Torbalı SC,23,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,total
Ankara Kazan SC,"0,00%","0,00%",,,,,,Ankara Kazan SC,,,,,,,,,,,,,,,,,,,,,,,,,0
Esenyurt SC ,"0,00%","0,00%",,,,,,Esenyurt SC ,,,,,,,,,,,,,,,,,,,,,,,,,0
Gebze SC,"0,00%","0,00%",,,,,,Gebze SC,,,,,,,,,,,,,,,,,,,,,,,,,0
İkitelli-Defne Transfer Merkezi,"0,00%","0,00%",,,,,,İkitelli-Defne Transfer Merkezi,,,,,,,,,,,,,,,,,,,,,,,,,0
Ayazağa Konsolidasyon Merkezi,"0,00%","0,00%",,,,,,Ayazağa Konsolidasyon Merkezi,,,,,,,,,,,,,,,,,,,,,,,,,0
Halkalı Konsolidasyon Merkezi,"0,00%","0,00%",,,,,,Halkalı Konsolidasyon Merkezi,,,,,,,,,,,,,,,,,,,,,,,,,0
Maltepe Konsolidasyon Merkezi,"0,00%","0,00%",,,,,,Maltepe Konsolidasyon Merkezi,,,,,,,,,,,,,,,,,,,,,,,,,0
Bursa MH,"0,00%","0,00%",,,,,,Bursa MH,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,%,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Temmuz,"0,00%","0,00%",0,0,0,0,,İzmir Torbalı SC,23,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,total
Ankara Kazan SC,"0,00%","0,00%",,,,,,Ankara Kazan SC,,,,,,,,,,,,,,,,,,,,,,,,,0
Esenyurt SC ,"0,00%","0,00%",,,,,,Esenyurt SC ,,,,,,,,,,,,,,,,,,,,,,,,,0
Gebze SC,"0,00%","0,00%",,,,,,Gebze SC,,,,,,,,,,,,,,,,,,,,,,,,,0
İkitelli-Defne Transfer Merkezi,"0,00%","0,00%",,,,,,İkitelli-Defne Transfer Merkezi,,,,,,,,,,,,,,,,,,,,,,,,,0
Ayazağa Konsolidasyon Merkezi,"0,00%","0,00%",,,,,,Ayazağa Konsolidasyon Merkezi,,,,,,,,,,,,,,,,,,,,,,,,,0
Halkalı Konsolidasyon Merkezi,"0,00%","0,00%",,,,,,Halkalı Konsolidasyon Merkezi,,,,,,,,,,,,,,,,,,,,,,,,,0
Maltepe Konsolidasyon Merkezi,"0,00%","0,00%",,,,,,Maltepe Konsolidasyon Merkezi,,,,,,,,,,,,,,,,,,,,,,,,,0
Bursa MH,"0,00%","0,00%",,,,,,Bursa MH,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,%,,,,,,,,,,,,,,,,,,,,,,,,,
